time,bidPrice,offerPrice
00:18:40.000,1.11941,1.1195
00:18:45.000,1.11937,1.11946
00:18:46.000,1.11931,1.1194
00:18:47.000,1.11933,1.11942
00:18:49.000,1.11934,1.11943
00:18:50.000,1.11933,1.11942
00:18:54.000,1.11935,1.11944
00:18:55.000,1.11937,1.11946
00:18:56.000,1.11938,1.11947
00:18:57.000,1.1194,1.11949
00:18:58.000,1.11941,1.1195
00:19:00.000,1.11943,1.11952
00:19:02.000,1.11941,1.1195
00:19:08.000,1.11935,1.11944
00:19:09.000,1.11935,1.11944
00:19:14.000,1.11934,1.11943
00:19:19.000,1.11935,1.11944
00:19:28.000,1.11934,1.11943
00:19:47.000,1.11933,1.11942
00:19:48.000,1.11932,1.11941
00:19:58.000,1.11931,1.1194
00:20:16.000,1.11929,1.11938
00:20:17.000,1.11926,1.11935
00:20:18.000,1.11924,1.11933
00:20:22.000,1.11921,1.1193
00:20:23.000,1.11923,1.11932
00:20:24.000,1.11921,1.1193
00:20:25.000,1.1192,1.11929
00:20:29.000,1.11913,1.11922
00:20:30.000,1.11911,1.1192
00:20:34.000,1.1191,1.11919
00:20:40.000,1.1191,1.11919
00:20:42.000,1.1191,1.11919
00:20:44.000,1.11918,1.11927
00:20:45.000,1.11913,1.11922
00:20:46.000,1.11914,1.11923
00:20:48.000,1.11913,1.11922
00:20:50.000,1.11912,1.11921
00:20:55.000,1.11912,1.11921
00:20:56.000,1.11911,1.1192
00:20:57.000,1.11911,1.1192
00:20:58.000,1.11911,1.1192
00:21:00.000,1.11909,1.11918
00:21:01.000,1.11911,1.1192
00:21:02.000,1.11909,1.11918
00:21:03.000,1.11911,1.1192
00:21:04.000,1.1191,1.11919
00:21:06.000,1.11911,1.1192
00:21:07.000,1.11918,1.11927
00:21:08.000,1.11921,1.1193
00:21:10.000,1.1192,1.11929
00:21:15.000,1.1192,1.11929
00:21:23.000,1.11921,1.1193
00:21:24.000,1.11928,1.11937
00:21:25.000,1.11926,1.11935
00:21:26.000,1.11925,1.11934
00:21:28.000,1.11925,1.11934
00:21:31.000,1.11926,1.11935
00:21:35.000,1.11933,1.11942
00:21:36.000,1.11933,1.11942
00:21:37.000,1.11932,1.11941
00:21:38.000,1.11931,1.1194
00:21:39.000,1.11932,1.11941
00:21:40.000,1.11932,1.11941
00:21:41.000,1.11933,1.11942
00:21:42.000,1.11934,1.11943
00:21:49.000,1.1194,1.11949
00:21:56.000,1.1194,1.11949
00:22:00.000,1.11937,1.11946
00:22:01.000,1.11934,1.11943
00:22:02.000,1.11935,1.11944
00:22:03.000,1.11934,1.11943
00:22:08.000,1.11932,1.11941
00:22:09.000,1.1193,1.11939
00:22:10.000,1.11931,1.1194
00:22:12.000,1.1193,1.11939
00:22:14.000,1.11931,1.1194
00:22:15.000,1.1193,1.11939
00:22:17.000,1.11925,1.11934
00:22:19.000,1.11922,1.11931
00:22:20.000,1.11921,1.1193
00:22:22.000,1.11923,1.11932
00:22:23.000,1.11923,1.11932
00:22:28.000,1.11922,1.11931
00:22:31.000,1.11923,1.11932
00:22:33.000,1.11921,1.1193
00:22:37.000,1.11923,1.11932
00:22:38.000,1.11923,1.11932
00:22:40.000,1.11922,1.11931
00:22:44.000,1.11921,1.1193
00:22:51.000,1.11912,1.11921
00:22:54.000,1.11913,1.11922
00:22:58.000,1.1192,1.11929
00:22:59.000,1.1192,1.11929
00:23:00.000,1.11916,1.11925
00:23:01.000,1.11911,1.1192
00:23:10.000,1.11909,1.11918
00:23:13.000,1.1191,1.11919
00:23:23.000,1.11909,1.11918
00:23:31.000,1.1191,1.11919
00:23:33.000,1.11906,1.11913
00:23:34.000,1.11902,1.11909
00:23:45.000,1.119,1.11907
00:23:48.000,1.11901,1.11908
00:23:52.000,1.119,1.11907
00:23:54.000,1.11902,1.11909
00:23:55.000,1.11901,1.11908
00:24:00.000,1.11898,1.11905
00:24:01.000,1.11893,1.119
00:24:02.000,1.11894,1.11901
00:24:04.000,1.11895,1.11902
00:24:06.000,1.119,1.11907
00:24:07.000,1.11903,1.1191
00:24:11.000,1.119,1.11907
00:24:12.000,1.11901,1.11908
00:24:14.000,1.11903,1.1191
00:24:30.000,1.11902,1.11909
00:25:08.000,1.11901,1.11908
00:25:24.000,1.11902,1.11909
00:25:59.000,1.11895,1.11902
00:26:00.000,1.11894,1.11901
00:26:01.000,1.11893,1.119
00:26:02.000,1.11894,1.11901
00:26:07.000,1.11892,1.11899
00:26:25.000,1.11902,1.11909
00:26:29.000,1.11902,1.11909
00:26:32.000,1.11901,1.11908
00:26:33.000,1.11895,1.11902
00:26:39.000,1.11902,1.11909
00:26:50.000,1.11901,1.11908
00:26:56.000,1.11896,1.11903
00:26:57.000,1.11894,1.11901
00:27:00.000,1.11893,1.119
00:27:02.000,1.11894,1.11901
00:27:16.000,1.11901,1.11908
00:27:24.000,1.119,1.11907
00:27:27.000,1.11901,1.11908
00:27:33.000,1.11902,1.11909
00:27:34.000,1.11903,1.1191
00:27:53.000,1.11901,1.11908
00:28:07.000,1.11903,1.1191
00:28:08.000,1.11902,1.11909
00:28:10.000,1.11901,1.11908
00:28:12.000,1.11902,1.11909
00:28:15.000,1.1191,1.11917
00:28:16.000,1.11912,1.11919
00:28:19.000,1.1191,1.11917
00:28:25.000,1.11911,1.11918
00:28:27.000,1.11904,1.11911
00:28:28.000,1.11903,1.1191
00:28:34.000,1.11901,1.11908
00:28:47.000,1.119,1.11907
00:28:49.000,1.11899,1.11906
00:28:50.000,1.11895,1.11902
00:28:51.000,1.11894,1.11901
00:28:53.000,1.11893,1.119
00:28:54.000,1.11892,1.11899
00:29:05.000,1.11882,1.11889
00:29:08.000,1.11883,1.1189
00:29:09.000,1.11882,1.11889
00:29:17.000,1.1188,1.11887
00:29:18.000,1.11881,1.11888
00:29:23.000,1.1189,1.11897
00:29:28.000,1.11892,1.11899
00:29:31.000,1.11891,1.11898
00:29:41.000,1.11892,1.11899
00:29:42.000,1.11894,1.11901
00:29:44.000,1.11892,1.11899
00:29:48.000,1.11891,1.11898
00:29:55.000,1.11889,1.11901
00:30:06.000,1.11885,1.11897
00:30:07.000,1.11872,1.11886
00:30:08.000,1.11872,1.11886
00:30:09.000,1.11872,1.11885
00:30:10.000,1.11875,1.11888
00:30:11.000,1.11876,1.11889
00:30:12.000,1.11872,1.11885
00:30:13.000,1.11873,1.11886
00:30:16.000,1.11877,1.11889
00:30:18.000,1.11876,1.11888
00:30:19.000,1.11877,1.11889
00:30:24.000,1.11876,1.11888
00:30:25.000,1.11876,1.11888
00:30:26.000,1.11877,1.11889
